Title,Link,Price,Description,Images,Colors,Year,Transmission,Condition
TOYOTA LAND CRUISER PRADO. 2018,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-19084.html,0.00,"Cruise Control, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Radar safety package","https://www.smartautos.co.ke/images/CarPhotos/Large_b2b99274d2a797273892046c7ed79009_28052024023225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_2f7616fe8f0fc97ca68efa7cd1f04872_28052024023225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1164c0d093bbab0d0bc46166697f2190_28052024023225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5839ec90a4b52f34529737bcc4267957_28052024023225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_286a8a51246e2a0d620a591fef86d6b2_28052024023225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e6cc4ebcd5b8416f7fe27d1de744ef72_28052024023225.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8d2bc26dc1b079d4583c021471bed9ef_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_86a59a5163417f6f924794380316ebc0_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_cc4c40dac289fed0142a11cedb008b00_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_72c275989171c83d7a14e82e4498a7d5_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_696dd31d37403e385b3b119a3d26235e_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_63f603cc727865a2c1c7bab1047f64da_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_5f65f0f3d9582df283337dbe966e9bc4_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_97d511a73635a5086b8f6363dda836e8_13062024031457.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_64cd863a1fed9de07e41e670e1c7e7e8_13062024031457.JPG",Black,2018,Auto,Foreign Used
NISSAN XTRAIL HYBRID 2017,https://www.smartautos.co.ke/detail/NISSANXTRAIL HYBRID-19085.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_b20d25da4d078e973f6f828716ac1220_28052024023501.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4a6de1f09b8747d3a7d7899dee049d0c_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_9621e89d01b1e7494e27bb84169972ab_28052024023501.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a95de71ea418ce9ec59f9aa3954f464c_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c874a928d80d9659373ae7092e2532c0_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_edd74093769e7dab35530a6780a9fa5c_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_fee8ee5c725665fcced5cf9a3fa45d92_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5639fd883c82815163fa685ca4c6d843_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b5f312ca2e60027e9b7cb765f42c5111_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_eec73a7d5b4ad0754aa0a72d196067e5_30052024091036.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_123405e3d1326b370bb6a3a2999415b6_30052024091036.jpg",Black,2017,Auto,Foreign Used
MERCEDES V CLASS 2017,https://www.smartautos.co.ke/detail/MERCEDESV CLASS-19086.html,0.00,"Cruise Control, Power Lock, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, ABS, Reverse Parking Sensors, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Around view monitor","https://www.smartautos.co.ke/images/CarPhotos/Large_9d68c083dbccbcc35e668fc41803beee_29052024082302.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e831c86c8fba74c6fbed287e7fb0282e_29052024082302.png
https://www.smartautos.co.ke/images/CarPhotos/Large_584e0c219aad6e2d75fdfaef6854dcc6_29052024082302.png
https://www.smartautos.co.ke/images/CarPhotos/Large_b03eaf0b73e448c9e57a0559d6b4ba01_29052024082302.png
https://www.smartautos.co.ke/images/CarPhotos/Large_a778a3c3d41aa36ece404e841fea29c5_29052024082302.png
https://www.smartautos.co.ke/images/CarPhotos/Large_0a2b21692388df810210ad2c7a4b354b_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_4cbe07ad7f27846209eb2af8b141b04c_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_4ef63873276e39e226190679d84fb940_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_a4c1b0454cc716a21eee294d01a2c1ae_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_8437074421df059be3198c47546cd925_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7b09a7a8ec8d43843c082c88e53b60c1_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_779c6662f411b9fb658a34586a4ea6e3_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_69c27ad461b18456d21d2a8add702389_13062024031834.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7cb6a56c5055ed3c21a09a78eddf71bc_13062024031835.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_0c805815c0a42a4090ce8c2d437b070f_13062024031835.JPG",Black,2017,Auto,Foreign Used
MERCEDES GLE450 2019,https://www.smartautos.co.ke/detail/MERCEDESGLE450-19087.html,0.00,"Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Panaromic sunroof, Radar safety package, Blind spot monitor, Around view monitor, Burmester sound","https://www.smartautos.co.ke/images/CarPhotos/Large_1a1a3f2566324c5d73607970aa83a734_29052024082809.png
https://www.smartautos.co.ke/images/CarPhotos/Large_c36567d0ad2e94def235f3df6fb47a77_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_cd603aa1565a8823448daf347e258630_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_c11ddb213eb5598049129eb9c664c9f4_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7c61927b693a3f23c92e1fd3f605db51_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_3fb7e4dbef3237cae67166eee8a08ec7_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_51b24a4a1bb3ba67368d014a448ac0bf_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_a08af7cd2745e3b411275db10ab9f79e_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_1424dc8e37b75c0f4eb927d668c724ef_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_cbac71e2ac90546a0de0a21655c98ff7_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_e0026c64713a7fc52fdad095eb4964c9_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_91ff43f01e72716772e1c9811eb94140_13062024032240.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_84953df6811c25c46ad277b35b978615_29052024082809.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1e3da45c4bc879713e32bf2fce23109b_29052024082809.png
https://www.smartautos.co.ke/images/CarPhotos/Large_284cc0ebf0565711a30361b2bcbc7f74_29052024082809.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4b9a5b89b1e0b497f6ad788ba2baf79b_29052024082809.png
https://www.smartautos.co.ke/images/CarPhotos/Large_897f8e34e6fc5a12456373e6830fe92c_29052024082809.png",Black,2019,Auto,Foreign Used
TOYOTA PROBOX 2018,https://www.smartautos.co.ke/detail/TOYOTAPROBOX-19088.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_2b15b1e2889f90701f98ec4f1cb3ab1e_29052024083032.png
https://www.smartautos.co.ke/images/CarPhotos/Large_fe90bc4fb2229361e04067e7aefa0e2b_29052024083032.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f5ccf90462e8850fa4a8126413d3b02f_29052024083032.png
https://www.smartautos.co.ke/images/CarPhotos/Large_35da6a9f36a7a45e192c535f4ce7220a_29052024083032.png
https://www.smartautos.co.ke/images/CarPhotos/Large_51679e7b8ecd5a97f0db34d7b4445598_29052024083032.png",White,2018,Auto,Foreign Used
LEXUS NX 200T 2017,https://www.smartautos.co.ke/detail/LEXUSNX 200T-19089.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Radar safety package, Around view monitor","https://www.smartautos.co.ke/images/CarPhotos/Large_332ba09fb16b15c82bb4d8543112ff34_29052024121002.png
https://www.smartautos.co.ke/images/CarPhotos/Large_89f78ad6870a89f9975bee047ba74a5a_29052024121002.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5de484cae475f6f3f13dae24f2fb58e1_29052024121002.png
https://www.smartautos.co.ke/images/CarPhotos/Large_9a71ceeaab53772999c461f5cc6a991c_29052024121003.png
https://www.smartautos.co.ke/images/CarPhotos/Large_974c2b186c41d2d87b210d0744f54b2d_29052024121003.png
https://www.smartautos.co.ke/images/CarPhotos/Large_f2ebb158e0db3b960cb5e0db972598c5_29052024121003.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ac2b7d95e4c99350f5e6ea8615de4d95_13062024032739.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_86bbb4aa5c7b5611e3331ee0c4294e96_13062024032739.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f186aebcbcdcc4f807af8049e1c5b68a_13062024032739.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_c6abf1d5b5b7b478a5c0a37b550782bd_13062024032739.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_c18df9947fd4f03f5a4c51b98df6d9c6_13062024032739.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_87cf828a158a4d440814f1fca162a395_13062024032739.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_67a183d5d938a130ac508ce690a9ff44_13062024032740.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_004e5640d182dde010e3dccbd80245b1_13062024032740.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_55651d0c4811bb038d049568ad44f219_13062024032740.JPG",Red,2017,Auto,Foreign Used
TOYOTA FIELDER 2017,https://www.smartautos.co.ke/detail/TOYOTAFIELDER-19090.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_668c11fd728192363ae20e4f30f921cb_29052024122537.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b9018cb1dc3416e02e782fbfee07b86f_29052024122537.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_59515e11835c0fe4d73836c88c7b9abc_29052024122537.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_d9d69a5ce5ba28ec9a1c123021d89dab_29052024122537.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_a1c4b335d6b60bda76135bb43e247988_29052024122538.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1b74b981c6f87232df695214977496cc_29052024122538.jpg",White,2017,Auto,Foreign Used
TOYOTA AXIO 2017,https://www.smartautos.co.ke/detail/TOYOTAAXIO-19091.html,0.00,"Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_16cca75a8d5bb5d78c605236c45b7f79_29052024122731.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_dfadd7085cfe31f499f6c639e8aa613e_29052024122731.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_212d92c0d02855db3d86a3627ace67a7_29052024122731.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_041115423c0c4d8c0b7bcb50b0ec8274_29052024122731.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8b7a2fd1dbe37ff48ebfcc03139cb2bb_29052024122731.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_232d59586133933553e09e423e7e592f_29052024122731.jpg",White,2017,Auto,Foreign Used
NISSAN ADVAN 2017,https://www.smartautos.co.ke/detail/NISSANADVAN-19092.html,0.00,"Air Conditioning, Power Steering","https://www.smartautos.co.ke/images/CarPhotos/Large_3abf47698ac2cbb3ef09634bde9c2b00_29052024123056.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c82b6553874019bc53d12a5f12174abc_29052024123056.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c086be4dcece2073518dc3ae6948b7ec_29052024123056.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e31fcfe9934a74c361e5071b2b3abbc6_29052024123057.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f7f00f77a09b55046516af7814aa0e49_29052024123057.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_4ab6f4a913afca767b84780947039d4c_29052024123057.jpg",Silver,2017,Auto,Foreign Used
LEXUS NX 200T 2017,https://www.smartautos.co.ke/detail/LEXUSNX 200T-19094.html,0.00,"Cruise Control, Power Lock, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Radar safety package","https://www.smartautos.co.ke/images/CarPhotos/Large_be288336f689ccab6f3d788e3666b447_29052024123515.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_e6a9870b6a0fa8fc65ea989ff3636133_29052024123515.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_07529df70d930caae9a302c0f6de15fa_29052024123515.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7d10d34b8a4f4c4c3aeb4ad675b77e0e_29052024123515.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c04756332e1fab6861db82cd10584155_18062024014449.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_c8f26e7e5558678cadf278d13b76be7a_18062024014449.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5fdf14e337890d45b6f2f6da82ec259f_18062024014449.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6f4a01bd014bc02a7715120a55c003a7_18062024014449.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1716a18c24b6e3077bf2a439fbfeaceb_18062024014449.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b4427d8a743587697d73bf4c0343b013_18062024014450.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8679f73efd63edd685b93af415e4b178_18062024014450.jpg",Silver,2017,Auto,Foreign Used
TOYOTA LAND CRUISER PRADO. 2019,https://www.smartautos.co.ke/detail/TOYOTALAND CRUISER PRADO.-19095.html,0.00,"Cruise Control, Fog Lights, Rear Wiper, CD Player, Sun Roof, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, ABS, Reverse Parking Sensors, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_2397d8c0115da0727e4be98dd6269a78_29052024124347.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_42279559a26625bde2180705d18ba535_29052024124347.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_269536ce3572b18b1e4b7e8ca1cb8297_29052024124347.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_3844a810d403427b875c28a97261372f_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_da9c349e62f3efee2bc4a51f7f8d7639_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_873ad062d5f529e35c9579d4705183a5_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_76c02807b671287917dbadc21a0c8c53_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_bc82249ae02eee669835430e977d30fd_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8a3cd99de567ad7c655ae1bae11c27d4_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_f83454ff8dca422d99aac5fe72198610_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b833fd434fa954cec7bc6ba7191de1ba_18062024014716.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_cda9a4430222001687fc85d64bbb621b_18062024014717.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_b586f3d81cc6194387034b0912ce70a0_18062024014717.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_43a8034b5da9e8b4a44db87c17d07b67_18062024014717.jpg",Pearl,2019,Auto,Foreign Used
TOYOTA HARRIER 2017,https://www.smartautos.co.ke/detail/TOYOTAHARRIER-19096.html,0.00,"Cruise Control, Power Lock, Rear Wiper, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Power Mirrors, Half leather, Radar safety package","https://www.smartautos.co.ke/images/CarPhotos/Large_52b2af626686040ec553f4f40e47c0c8_30052024082110.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4b5f8e338cdfe6f74f8d6211e98673d1_18062024023221.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7bec84c0e7cacb9794013db815a41772_18062024023224.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8b1b1e1171ce117ebfe65ff3a066736d_18062024023224.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_5822db477a645cc9855bc452e7b67ef3_18062024023223.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_6ec1ee874d827618d8820316280f8535_18062024023223.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_bd0006e2e2990ef65216ef9f7ac6364e_18062024023223.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_cb9af64a59604c5544e305781ab47e7c_18062024023222.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_df9cac6a3532b4f92f5224da549097e4_18062024023222.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_03937939bbf4a69b72f7e6b21769091a_18062024023222.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_578169d7293c96503ef8ee34fe2ce83d_18062024023221.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_7d6a8f4dededa329e53deb998ba3a78b_18062024023221.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_1732fedf73798671b1c1a7fc4052b4d6_18062024023220.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_8cdf3d003c108a9b5610eef87e3d0118_18062024023220.jpg
https://www.smartautos.co.ke/images/CarPhotos/Large_04ac676dcefaba1c7e8c9391cc355f6f_30052024082110.png
https://www.smartautos.co.ke/images/CarPhotos/Large_97ad04974321763e95a30616440edfbb_30052024082110.png
https://www.smartautos.co.ke/images/CarPhotos/Large_e7980ce20089c58f26b12d3f7cc0aa4d_30052024082110.png
https://www.smartautos.co.ke/images/CarPhotos/Large_54d97e6511a031f0eb04095cd3c489d8_30052024082110.png",Pearl,2017,Auto,Foreign Used
NISSAN SYLPHY 2017,https://www.smartautos.co.ke/detail/NISSANSYLPHY-19097.html,0.00,"CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, ABS, Air Bags, Electric Mirrors, Front Grill, Xenon Headlights, Power Mirrors","https://www.smartautos.co.ke/images/CarPhotos/Large_e38e4ccb31747deeaf6e89702c13bfe6_30052024083635.png
https://www.smartautos.co.ke/images/CarPhotos/Large_47a9eca418055fdc891cab757b63716f_30052024083635.png
https://www.smartautos.co.ke/images/CarPhotos/Large_ea4f9adaf72d20b6d2a6876c3bc1e84b_30052024083635.png
https://www.smartautos.co.ke/images/CarPhotos/Large_1b680a8982aa1e0c7f5b2d9f1c2a8830_30052024083636.png
https://www.smartautos.co.ke/images/CarPhotos/Large_79f05a6fe2088daf3ab11aa82884f9bb_30052024083636.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8713918955ca767915487dd7badac28c_30052024083636.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4b2a4c6bdb41a625b1b07c003b1eaa87_18062024022736.jpg",Blue,2017,Auto,Foreign Used
MERCEDES GLS 400d 2020,https://www.smartautos.co.ke/detail/MERCEDESGLS 400d-19098.html,0.00,"Cruise Control, Power Lock, Fog Lights, Rear Wiper, Leather Seats, CD Player, Central Locking, Air Conditioning, Power Steering, Power Windows, Side Steps, Reverse Camera, Electric Seats, ABS, Reverse Parking Sensors, 7 Seater, Air Bags, Alloy Wheels, Electric Mirrors, Front Grill, Leather Interior, Multi Function Steering Wheel, Rear Spoiler, Xenon Headlights, Sliding Panoramic roof, Power Mirrors, Radar safety package, Blind spot monitor, Around view monitor, Burmester sound","https://www.smartautos.co.ke/images/CarPhotos/Large_75a7e54ce8cec0c63da8959caeb86832_30052024091901.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4625ecff37738f759fbefddd84571b73_30052024091902.png
https://www.smartautos.co.ke/images/CarPhotos/Large_fd0d246ca7fd7b467866579a596084ce_18062024023522.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_f6cbd433eaa0ec4f22e3a1f2bcbc0e9f_18062024023521.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_e5c45cd424c91afdf9b90f7e56261dfe_18062024023521.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_01c870fe71f0a7bbfdfb881ddb48d719_18062024023521.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_7a93d2afaab2b48859aabff26373e34e_18062024023521.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_ff57c9a4db17b3bfb0901307328eb9eb_18062024023521.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_e1479cd9de543a2ff09d38528979438f_18062024023521.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_234b7087980fe04f5f460c5e0146b96f_18062024023521.JPG
https://www.smartautos.co.ke/images/CarPhotos/Large_2499b2efdc36bf9229fac8b55cb0ec67_30052024091901.png
https://www.smartautos.co.ke/images/CarPhotos/Large_8f5ad3b1ad0afc5e8efee3d137c8a5d7_30052024091901.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4b36dfd25e09b4b0025e8b5be15702b0_30052024091901.png
https://www.smartautos.co.ke/images/CarPhotos/Large_fb0f0c40a50406c028a1c0c83b77cd51_30052024091901.png
https://www.smartautos.co.ke/images/CarPhotos/Large_4d4b0093dee2d6b3b3cebbbe56e7d833_30052024091901.png
https://www.smartautos.co.ke/images/CarPhotos/Large_3670d0d637c18d0a0c80e86f53149ece_30052024091901.png
https://www.smartautos.co.ke/images/CarPhotos/Large_5b8aa4f9ac9b192ec8dfb8338b9e34a2_30052024091901.png",Grey,2020,Auto,Foreign Used
